Temp,sin_Month,cos_Month,Temp_Normalized,Target
20.7,0.49999999999999994,0.8660254037844387,0.7870722433460076,0.6806083650190113
17.9,0.49999999999999994,0.8660254037844387,0.6806083650190113,0.714828897338403
18.8,0.49999999999999994,0.8660254037844387,0.714828897338403,0.5551330798479087
14.6,0.49999999999999994,0.8660254037844387,0.5551330798479087,0.6007604562737643
15.8,0.49999999999999994,0.8660254037844387,0.6007604562737643,0.6007604562737643
15.8,0.49999999999999994,0.8660254037844387,0.6007604562737643,0.6007604562737643
15.8,0.49999999999999994,0.8660254037844387,0.6007604562737643,0.6615969581749048
17.4,0.49999999999999994,0.8660254037844387,0.6615969581749048,0.8288973384030418
21.8,0.49999999999999994,0.8660254037844387,0.8288973384030418,0.7604562737642585
20.0,0.49999999999999994,0.8660254037844387,0.7604562737642585,0.6159695817490494
16.2,0.49999999999999994,0.8660254037844387,0.6159695817490494,0.5057034220532319
13.3,0.49999999999999994,0.8660254037844387,0.5057034220532319,0.6349809885931559
16.7,0.49999999999999994,0.8660254037844387,0.6349809885931559,0.8174904942965779
21.5,0.49999999999999994,0.8660254037844387,0.8174904942965779,0.9505703422053232
25.0,0.49999999999999994,0.8660254037844387,0.9505703422053232,0.7870722433460076
20.7,0.49999999999999994,0.8660254037844387,0.7870722433460076,0.7832699619771863
20.6,0.49999999999999994,0.8660254037844387,0.7832699619771863,0.9429657794676806
24.8,0.49999999999999994,0.8660254037844387,0.9429657794676806,0.6730038022813688
17.7,0.49999999999999994,0.8660254037844387,0.6730038022813688,0.5893536121673003
15.5,0.49999999999999994,0.8660254037844387,0.5893536121673003,0.6920152091254752
18.2,0.49999999999999994,0.8660254037844387,0.6920152091254752,0.4600760456273764
12.1,0.49999999999999994,0.8660254037844387,0.4600760456273764,0.5475285171102662
14.4,0.49999999999999994,0.8660254037844387,0.5475285171102662,0.6083650190114068
16.0,0.49999999999999994,0.8660254037844387,0.6083650190114068,0.6273764258555133
16.5,0.49999999999999994,0.8660254037844387,0.6273764258555133,0.7110266159695817
18.7,0.49999999999999994,0.8660254037844387,0.7110266159695817,0.7376425855513308
19.4,0.49999999999999994,0.8660254037844387,0.7376425855513308,0.6539923954372623
17.2,0.49999999999999994,0.8660254037844387,0.6539923954372623,0.5893536121673003
15.5,0.49999999999999994,0.8660254037844387,0.5893536121673003,0.5741444866920152
15.1,0.49999999999999994,0.8660254037844387,0.5741444866920152,0.5855513307984791
15.4,0.49999999999999994,0.8660254037844387,0.5855513307984791,0.5817490494296578
15.3,0.8660254037844386,0.5000000000000001,0.5817490494296578,0.714828897338403
18.8,0.8660254037844386,0.5000000000000001,0.714828897338403,0.832699619771863
21.9,0.8660254037844386,0.5000000000000001,0.832699619771863,0.7566539923954372
19.9,0.8660254037844386,0.5000000000000001,0.7566539923954372,0.6311787072243347
16.6,0.8660254037844386,0.5000000000000001,0.6311787072243347,0.6387832699619772
16.8,0.8660254037844386,0.5000000000000001,0.6387832699619772,0.5551330798479087
14.6,0.8660254037844386,0.5000000000000001,0.5551330798479087,0.6501901140684411
17.1,0.8660254037844386,0.5000000000000001,0.6501901140684411,0.9505703422053232
25.0,0.8660254037844386,0.5000000000000001,0.9505703422053232,0.5703422053231939
15.0,0.8660254037844386,0.5000000000000001,0.5703422053231939,0.5209125475285171
13.7,0.8660254037844386,0.5000000000000001,0.5209125475285171,0.5285171102661597
13.9,0.8660254037844386,0.5000000000000001,0.5285171102661597,0.6958174904942965
18.3,0.8660254037844386,0.5000000000000001,0.6958174904942965,0.8365019011406843
22.0,0.8660254037844386,0.5000000000000001,0.8365019011406843,0.8403041825095058
22.1,0.8660254037844386,0.5000000000000001,0.8403041825095058,0.806083650190114
21.2,0.8660254037844386,0.5000000000000001,0.806083650190114,0.6996197718631177
18.4,0.8660254037844386,0.5000000000000001,0.6996197718631177,0.6311787072243347
16.6,0.8660254037844386,0.5000000000000001,0.6311787072243347,0.6121673003802282
16.1,0.8660254037844386,0.5000000000000001,0.6121673003802282,0.596958174904943
15.7,0.8660254037844386,0.5000000000000001,0.596958174904943,0.6311787072243347
16.6,0.8660254037844386,0.5000000000000001,0.6311787072243347,0.6273764258555133
16.5,0.8660254037844386,0.5000000000000001,0.6273764258555133,0.5475285171102662
14.4,0.8660254037844386,0.5000000000000001,0.5475285171102662,0.5475285171102662
14.4,0.8660254037844386,0.5000000000000001,0.5475285171102662,0.7034220532319392
18.5,0.8660254037844386,0.5000000000000001,0.7034220532319392,0.6425855513307984
16.9,0.8660254037844386,0.5000000000000001,0.6425855513307984,0.6653992395437263
17.5,0.8660254037844386,0.5000000000000001,0.6653992395437263,0.806083650190114
21.2,0.8660254037844386,0.5000000000000001,0.806083650190114,0.6768060836501901
17.8,1.0,6.123233995736766e-17,0.6768060836501901,0.7072243346007605
18.6,1.0,6.123233995736766e-17,0.7072243346007605,0.6463878326996197
17.0,1.0,6.123233995736766e-17,0.6463878326996197,0.6083650190114068
16.0,1.0,6.123233995736766e-17,0.6083650190114068,0.5057034220532319
13.3,1.0,6.123233995736766e-17,0.5057034220532319,0.5437262357414449
14.3,1.0,6.123233995736766e-17,0.5437262357414449,0.43346007604562736
11.4,1.0,6.123233995736766e-17,0.43346007604562736,0.6197718631178707
16.3,1.0,6.123233995736766e-17,0.6197718631178707,0.6121673003802282
16.1,1.0,6.123233995736766e-17,0.6121673003802282,0.44866920152091255
